,screen_name,text,source,retweet_count,hashtags,mentions_screen_name,searchTerm,disease,Preprocesstext,Sentiment,ADRE,Symptoms,SideEffects,Unspecified_ADR
67,Desertrose147,"#type2diabetes @typefundiabetic I have a question, i take Lantus and we'll it burns really bad when I inject and hurts so much. Is this normal?",Twitter for Android,0,type2diabetes,typefundiabetic,Lantus,Diabetes,type diabetes have question take lantus and we ll it burns really bad when inject and hurts so much is this normal,negative,"['diabet', 'burn', 'bad', 'hurt']","[('typ e diabet', 'diabet es have'), ('ll it burn', 'burn s really'), ('burns really bad', 'bad when inject'), ('inject and hurt', 'hurt s so')]","anxiety,behavior change,blurred vision,chills,cold sweats,confusion,seizures,pale skin,difficulty with thinking,dizzinessÊ,drowsiness,excessive hunger,fast heartbeat,headache,nausea,nervousness,nightmares,restless sleep,shakiness,slurred speech,tingling,need to sleep,weird,binge,copaxone,twitches,relaxing,disturbed sleep,coughing,weakened,cotton mouth,unconscious,tolerant,angry,brain zap,anger,yawning,pooped out,arthritis,diarrhea","['diabet', 'burn', 'bad', 'hurt']"
68,thethomps,@PJ_Hawtie @GilmerHealthLaw @JayePeso We had to go back to MDI when my daughterâ€™s Omnipod PDM broke. She screamed when we injected the Lantus. She said it burned really badly. <U+2639><U+FE0F>,Twitter for iPhone,0,,PJ_Hawtie GilmerHealthLaw JayePeso,Lantus,Diabetes,we had to go back to mdi when my daughter omnipod pdm broke she screamed when we injected the lantus she said it burned really badly fe,negative,"['back', 'burn']","[('to go back', 'back to mdi'), ('said it burn', 'burn ed really')]","anxiety,behavior change,blurred vision,chills,cold sweats,confusion,seizures,pale skin,difficulty with thinking,dizzinessÊ,drowsiness,excessive hunger,fast heartbeat,headache,nausea,nervousness,nightmares,restless sleep,shakiness,slurred speech,tingling,need to sleep,weird,binge,copaxone,twitches,relaxing,disturbed sleep,coughing,weakened,cotton mouth,unconscious,tolerant,angry,brain zap,anger,yawning,pooped out,arthritis,diarrhea","['back', 'burn']"
69,beaff26,"@jlgorriz @SENefrologia @SVNefro @61Morillas @almucastro01 @ValleAlfonso @sinaptopodina @DrDoblas @cristinatejerap CREDENCE seems to be a salvation for canagliflozin in diabetic nephropathy , nonetheless I am still afraid of the incidence of amputations,",Twitter Web Client,0,,jlgorriz SENefrologia SVNefro 61Morillas almucastro01 ValleAlfonso sinaptopodina DrDoblas cristinatejerap,Canagliflozin,Diabetes,morillas credence seems to be salvation for canagliflozin in diabetic nephropathy nonetheless am still afraid of the incidence of amputations,negative,['diabet'],"[('canagliflozin in diabet', 'diabet ic nephropathy')]","urinary tract infections,increased urination,yeastÊinfections,vaginal itching,thirst,constipation,nausea,fatigue,weakness,carb cravings,cant sleep,passes out,dying,hot,withdrawal,hip,tingling feet,autoimmune disease,jolting,sleepy,lucid dreaming,hives,uti,dead,ataxia,shoulder ache,sweat,groggy,not hungry,overheating,no appetite,limping,stress,head spin,bedridden,random crying,terrifying,veins,spondylitis",['diabet']
70,khaledshawwa,@hswapnil @brendonneuen @VladoPerkovic @george_clinical Can’t read the safety part. Was there anything concerning? We previously reported a case of transient Fanconi with Canagliflozin. Wondering about if anybody saw that too. #NKFClinicals,Twitter for iPhone,0,NKFClinicals,hswapnil brendonneuen VladoPerkovic george_clinical,Canagliflozin,Diabetes,can read the safety part was there anything concerning we previously reported case of transient fanconi with canagliflozin wondering about if anybody saw that too nkfclinicals,negative,['can'],"[('fanconi with can', 'can agliflozin wondering')]","urinary tract infections,increased urination,yeastÊinfections,vaginal itching,thirst,constipation,nausea,fatigue,weakness,carb cravings,cant sleep,passes out,dying,hot,withdrawal,hip,tingling feet,autoimmune disease,jolting,sleepy,lucid dreaming,hives,uti,dead,ataxia,shoulder ache,sweat,groggy,not hungry,overheating,no appetite,limping,stress,head spin,bedridden,random crying,terrifying,veins,spondylitis",['can']
71,MyBenefitsGuide,"#Invokana™ (generic name: canagliflozin) belongs to a class of #diabetes drug called SGLT2 inhibitors which seriously increase ketoacidosis risks &amp; other potentially severe side effects, including foot, toe and lower limb amputations. https://t.co/wnPVyVq4BH https://t.co/UQoWTT0Y7V",Hootsuite,0,Invokana diabetes,,Canagliflozin,Diabetes,invokana generic name canagliflozin belongs to class of diabetes drug called sglt inhibitors which seriously increase ketoacidosis risks amp other potentially severe side effects including foot toe and lower limb amputations,negative,"['diabet', 'increas', 'risk', 'sever']","[('class of diabet', 'diabet es drug'), ('which seriously increas', 'increas e ketoacidosis'), ('increase ketoacidosis risk', 'risk s amp'), ('other potentially sever', 'sever e side')]","urinary tract infections,increased urination,yeastÊinfections,vaginal itching,thirst,constipation,nausea,fatigue,weakness,carb cravings,cant sleep,passes out,dying,hot,withdrawal,hip,tingling feet,autoimmune disease,jolting,sleepy,lucid dreaming,hives,uti,dead,ataxia,shoulder ache,sweat,groggy,not hungry,overheating,no appetite,limping,stress,head spin,bedridden,random crying,terrifying,veins,spondylitis","['diabet', 'risk', 'sever']"
72,SLopezOrland,RT @EndoAdvisor: The SGLT2 inhibitor canagliflozin reduced the risk for cardiovascular death or hospitalizations for heart failure in patie…,Twitter Web Client,4,,EndoAdvisor,Canagliflozin,Diabetes,the sglt inhibitor canagliflozin reduced the risk for cardiovascular death or hospitalizations for heart failure in patie,negative,"['risk', 'death', 'heart']","[('reduced the risk', 'risk for cardiovascular'), ('for cardiovascular death', 'death or hospitalizations'), ('hospitalizations for heart', 'heart failure in')]","urinary tract infections,increased urination,yeastÊinfections,vaginal itching,thirst,constipation,nausea,fatigue,weakness,carb cravings,cant sleep,passes out,dying,hot,withdrawal,hip,tingling feet,autoimmune disease,jolting,sleepy,lucid dreaming,hives,uti,dead,ataxia,shoulder ache,sweat,groggy,not hungry,overheating,no appetite,limping,stress,head spin,bedridden,random crying,terrifying,veins,spondylitis","['risk', 'death', 'heart']"
73,MissTessTickle1,"@Theironlady2017 What I've been doing is taking Ibuprofen when I go to bed. I spoke to the GP and he doesn't know what to do, he said I've got to take the full dose of Atorvastatin without fail or I'll be dead",Twitter for Android,0,,Theironlady2017,Atorvastatin,Diabetes,what ve been doing is taking ibuprofen when go to bed spoke to the gp and he doesn know what to do he said ve got to take the full dose of atorvastatin without fail or ll be dead,negative,['dead'],[None],"constipation,diarrhea,nausea,fatigue,gas,heartburn,headache,mild muscle pain,mind races,fatigue,citalopram,discontinuation syndrome,lungs,orgasm,itchy skin,hit hard,slow turtle,tweak,negative,thinker,restless legs,leflunomide,cold,increased appetite,all nighter,shaky,nuasea,hungry,mirtazapine,awake,high,toxic reactions,burping,hangovers,mood dips",['dead']
74,hbelfry,"When you find that people taking atorvastatin have a seventeen-fold increase in risk of ALS,this is proof of causation.The effect is too massive to be due to anything else. #FamMed #BeAlert each of us may see a couple ofNewCases per career due to #statin https://t.co/bjxmRNveZH",Twitter for iPhone,0,FamMed BeAlert statin,,Atorvastatin,Diabetes,when you find that people taking atorvastatin have seventeen fold increase in risk of als this is proof of causation the effect is too massive to be due to anything else fammed bealert each of us may see couple ofnewcases per career due to statin,negative,"['increas', 'risk', 'may']","[('seventeen fold increas', 'increas e in'), ('increase in risk', 'risk of als'), ('of us may', 'may see couple')]","constipation,diarrhea,nausea,fatigue,gas,heartburn,headache,mild muscle pain,mind races,fatigue,citalopram,discontinuation syndrome,lungs,orgasm,itchy skin,hit hard,slow turtle,tweak,negative,thinker,restless legs,leflunomide,cold,increased appetite,all nighter,shaky,nuasea,hungry,mirtazapine,awake,high,toxic reactions,burping,hangovers,mood dips","['risk', 'may']"
75,MissTessTickle1,"I slept for 6 hours last night! Didn't take Atorvastatin. That's the culprit, bloody thing keeps me awake.",Twitter for Android,0,,,Atorvastatin,Diabetes,slept for hours last night didn take atorvastatin that the culprit bloody thing keeps me awake,negative,['awak'],[None],"constipation,diarrhea,nausea,fatigue,gas,heartburn,headache,mild muscle pain,mind races,fatigue,citalopram,discontinuation syndrome,lungs,orgasm,itchy skin,hit hard,slow turtle,tweak,negative,thinker,restless legs,leflunomide,cold,increased appetite,all nighter,shaky,nuasea,hungry,mirtazapine,awake,high,toxic reactions,burping,hangovers,mood dips",[]
76,TuckerGoodrich,"Oh, and this:

We'd worried about his neuro. condition. He has short-term memory problems and he slurs his speech.

Oh, that's the atorvastatin, Dr. took him off that, too.

I didn't know statins could do that!

Slurring gone in two days. Convo with two nurses in rehab.",Twitter for Android,1,,,Atorvastatin,Diabetes,oh and this we worried about his neuro condition he has short term memory problems and he slurs his speech oh that the atorvastatin dr took him off that too didn know statins could do that slurring gone in two days convo with two nurses in rehab,negative,"['memori', 'slur', 'slur']","[None, ('and he slur', 'slur s his'), ('and he slur', 'slur s his')]","constipation,diarrhea,nausea,fatigue,gas,heartburn,headache,mild muscle pain,mind races,fatigue,citalopram,discontinuation syndrome,lungs,orgasm,itchy skin,hit hard,slow turtle,tweak,negative,thinker,restless legs,leflunomide,cold,increased appetite,all nighter,shaky,nuasea,hungry,mirtazapine,awake,high,toxic reactions,burping,hangovers,mood dips","['memori', 'slur', 'slur']"
77,MarciAlegant,@6state @drchrysopoulo Me too! I really enjoy it and I try to run as well but my knees are wonky. On Herceptin and an AI so Iâ€™ve got to take care of my heart and my bones. #bcsm #bccww #StrengthTraining,Twitter for iPad,0,bcsm bccww StrengthTraining,6state drchrysopoulo,Herceptin,Cancer,state me too really enjoy it and try to run as well but my knees are wonky on herceptin and an ai so ve got to take care of my heart and my bones bcsm bccww strengthtraining,negative,"['knee', 'heart', 'bone']","[('but my knee', 'knee s are'), ('of my heart', 'heart and my'), ('and my bone', 'bone s bcsm')]","diarrhea,irritation,muscle pain,stomach,headache,insomnia,nausea,weight loss,rash,no appitite,mouth sores,loss of appetite,tiredness,allergic,dopey,resisting,beat up,hotflashes,weight loss,rage,oedema,flu symptoms,hungrier,vomiting,rheumatoidarthritis,no taste,jitters,drunk,ms,addiction,zombied","['knee', 'heart', 'bone']"
78,CrimeGirI,@carnybull Jesus. Drug prices should be capped. When I was in clin neg we lost someone while we were raising money for her herceptin. Itâ€™s so unfair. Will this drug stop it for good?,Twitter for iPhone,0,,carnybull,Herceptin,Cancer,jesus drug prices should be capped when was in clin neg we lost someone while we were raising money for her herceptin it so unfair will this drug stop it for good,negative,['neg'],"[('in clin neg', 'neg we lost')]","diarrhea,irritation,muscle pain,stomach,headache,insomnia,nausea,weight loss,rash,no appitite,mouth sores,loss of appetite,tiredness,allergic,dopey,resisting,beat up,hotflashes,weight loss,rage,oedema,flu symptoms,hungrier,vomiting,rheumatoidarthritis,no taste,jitters,drunk,ms,addiction,zombied",['neg']
79,JeannineMLove,"Hanging out waiting for my final echocardiogram to make sure Herceptin didnâ€™t break my heart. (Though the $1500 echo is going to break my bank account.)

Woman sitting across from me is wearing a shirt that says, â€œScars are like tattoos with better stories.â€? 

#scarsarebeautiful",Twitter for iPhone,0,scarsarebeautiful,,Herceptin,Cancer,hanging out waiting for my final echocardiogram to make sure herceptin didn break my heart though the echo is going to break my bank account woman sitting across from me is wearing shirt that says scars are like tattoos with better stories scarsarebeautiful,negative,['heart'],"[('break my heart', 'heart though the')]","diarrhea,irritation,muscle pain,stomach,headache,insomnia,nausea,weight loss,rash,no appitite,mouth sores,loss of appetite,tiredness,allergic,dopey,resisting,beat up,hotflashes,weight loss,rage,oedema,flu symptoms,hungrier,vomiting,rheumatoidarthritis,no taste,jitters,drunk,ms,addiction,zombied",['heart']
80,coldethyl2,"@Quirky47 @welliesnseaweed That's good to know as obviously the side effects of Herceptin not great and for those struggling with heart issues, reassuring that less isn't less in terms of outcome.",Twitter Web Client,0,,Quirky47 welliesnseaweed,Herceptin,Cancer,that good to know as obviously the side effects of herceptin not great and for those struggling with heart issues reassuring that less isn less in terms of outcome,negative,"['struggl', 'heart']","[('for those struggl', 'struggl ing with'), ('struggling with heart', 'heart issues reassuring')]","diarrhea,irritation,muscle pain,stomach,headache,insomnia,nausea,weight loss,rash,no appitite,mouth sores,loss of appetite,tiredness,allergic,dopey,resisting,beat up,hotflashes,weight loss,rage,oedema,flu symptoms,hungrier,vomiting,rheumatoidarthritis,no taste,jitters,drunk,ms,addiction,zombied","['struggl', 'heart']"
81,medschat,Losartan And Severe Joint Pain https://t.co/xyk64UiLlq,MedsChat.com,0,,,Losartan,High_Bp,losartan and severe joint pain,negative,"['sever', 'pain']","[('losartan and sever', 'sever e joint'), None]","cry,withdrawls,forgetting,knee pain,haze,vertigo,mania,stop breathin,sting,stomach,stomach cramps,heart stopped,deliriousness,craving,mood,painful,depakote,tweaking,psychosis,raised my blood pressure,crazier,coma,emotional,rash,aching bones,hangover,anaphylactic shock,raging,remicaid,back ache,depression,suicidal,dehydration,sedative,legs,jaw clenching,nasty,mute",['sever']
82,IolaWen,"@zetadoc Iâ€™m on 50mg Losartan+5mg Amlodipine but theyâ€™re not working today+my blood pressure is sky https://t.co/8CNwTwukRn itâ€™s your fault,why are you,a GP wasting NHS funds on a â€˜minorityâ€™ like myself?Before you say â€˜stupid commentâ€™-relax+",Twitter for iPhone,0,,zetadoc,Losartan,High_Bp,on mg losartan mg amlodipine but they re not working today my blood pressure is sky it your fault why are you gp wasting nhs funds on minority like myself before you say stupid comment relax,negative,"['blood', 'relax']","[('today my blood', 'blood pressure is'), None]","cry,withdrawls,forgetting,knee pain,haze,vertigo,mania,stop breathin,sting,stomach,stomach cramps,heart stopped,deliriousness,craving,mood,painful,depakote,tweaking,psychosis,raised my blood pressure,crazier,coma,emotional,rash,aching bones,hangover,anaphylactic shock,raging,remicaid,back ache,depression,suicidal,dehydration,sedative,legs,jaw clenching,nasty,mute",['relax']
83,medschat,Can Taking Losartan 50 Mg Cause Chest Pain? https://t.co/iURplAuyRB,MedsChat.com,0,,,Losartan,High_Bp,can taking losartan mg cause chest pain,negative,"['can', 'chest', 'pain']","[None, ('mg cause chest', 'chest pai n'), None]","cry,withdrawls,forgetting,knee pain,haze,vertigo,mania,stop breathin,sting,stomach,stomach cramps,heart stopped,deliriousness,craving,mood,painful,depakote,tweaking,psychosis,raised my blood pressure,crazier,coma,emotional,rash,aching bones,hangover,anaphylactic shock,raging,remicaid,back ache,depression,suicidal,dehydration,sedative,legs,jaw clenching,nasty,mute","['can', 'chest']"
84,Cholerajoe,"@DocBennett1ID @rzrbkgirl1 Just saw the guy. Had dullness to percussion at both lung bases with rales and 4+ edema. Just like the 2nd CXR showed. Piled on spiro, losartan and lasix. My CMA had never heard dullness or rales. Teachable moment.",Twitter Web Client,0,,DocBennett1ID rzrbkgirl1,Losartan,High_Bp,id just saw the guy had dullness to percussion at both lung bases with rales and edema just like the nd cxr showed piled on spiro losartan and lasix my cma had never heard dullness or rales teachable moment,negative,"['lung', 'edema']","[('at both lung', 'lung bases with'), ('rales and edema', 'edema just like')]","cry,withdrawls,forgetting,knee pain,haze,vertigo,mania,stop breathin,sting,stomach,stomach cramps,heart stopped,deliriousness,craving,mood,painful,depakote,tweaking,psychosis,raised my blood pressure,crazier,coma,emotional,rash,aching bones,hangover,anaphylactic shock,raging,remicaid,back ache,depression,suicidal,dehydration,sedative,legs,jaw clenching,nasty,mute","['lung', 'edema']"
85,myRxProfile,Did you know that combining #Antibiotics with your other #medications could cause an adverse drug reaction?? #meds #losartan https://t.co/Udim8HmFl4,Hootsuite,0,Antibiotics medications meds losartan,,Losartan,High_Bp,did you know that combining antibiotics with your other medications could cause an adverse drug reaction meds losartan,negative,['reaction'],"[('adverse drug reaction', 'reaction meds losartan')]","cry,withdrawls,forgetting,knee pain,haze,vertigo,mania,stop breathin,sting,stomach,stomach cramps,heart stopped,deliriousness,craving,mood,painful,depakote,tweaking,psychosis,raised my blood pressure,crazier,coma,emotional,rash,aching bones,hangover,anaphylactic shock,raging,remicaid,back ache,depression,suicidal,dehydration,sedative,legs,jaw clenching,nasty,mute",['reaction']
86,robynstevensPR,RT @myRxProfile: Did you know that combining #Antibiotics with your other #medications could cause an adverse drug reaction?? #meds #losartâ€¦,Twitter Web Client,2,Antibiotics medications meds,myRxProfile,Losartan,High_Bp,did you know that combining antibiotics with your other medications could cause an adverse drug reaction meds losart,negative,['reaction'],"[('adverse drug reaction', 'reaction meds losart')]","cry,withdrawls,forgetting,knee pain,haze,vertigo,mania,stop breathin,sting,stomach,stomach cramps,heart stopped,deliriousness,craving,mood,painful,depakote,tweaking,psychosis,raised my blood pressure,crazier,coma,emotional,rash,aching bones,hangover,anaphylactic shock,raging,remicaid,back ache,depression,suicidal,dehydration,sedative,legs,jaw clenching,nasty,mute",['reaction']
87,MelissaEHorvath,"So it turns out I'm one of the 1/3 of people who get the ""Lisinopril Cough"" while taking it...It was annoying at first, but now it's keeping me awake at night. Fuck my BP- I quit taking the stuff.",Twitter for Android,0,,,Lisinopril,High_Bp,so it turns out one of the of people who get the lisinopril cough while taking it it was annoying at first but now it keeping me awake at night fuck my bp quit taking the stuff,negative,"['cough', 'awak']","[('the lisinopril cough', 'cough while taking'), ('keeping me awak', 'awak e at')]","cough,dizziness,headache,extreme tiredness,nausea,diarrhea,weakness,sneezing,runny nose,low sex drive,rash,slow,vomit,cataplexy,experience diarrhea,lucidity,kinda jittery,gaining weight,sedating,sleep walking,exhausting,oversleeping,tweaking,sick to my stomach,boobs humungous,hyper-sensitive,never sleep,barely function,migraines,swollen",['awak']
88,OfficiantR,@PineWoodsRunner watch out with the coughing for lisinopril. i coughed so hard i had to wear depends until it got out of my system.,Twitter Web Client,0,,PineWoodsRunner,Lisinopril,High_Bp,watch out with the coughing for lisinopril coughed so hard had to wear depends until it got out of my system,negative,"['cough', 'cough']","[('with the cough', 'cough ing for'), ('with the cough', 'cough ing for')]","cough,dizziness,headache,extreme tiredness,nausea,diarrhea,weakness,sneezing,runny nose,low sex drive,rash,slow,vomit,cataplexy,experience diarrhea,lucidity,kinda jittery,gaining weight,sedating,sleep walking,exhausting,oversleeping,tweaking,sick to my stomach,boobs humungous,hyper-sensitive,never sleep,barely function,migraines,swollen",[]
89,whatsleft1226,RT @BronsonDeeann: @cobbdewayne_80 @aangeldelarue @nytimes &amp; watch for lisinopril for B.P.  horrible unusual cough that remained for TWO moâ€¦,Twitter for iPhone,1,,BronsonDeeann cobbdewayne_80 aangeldelarue nytimes,Lisinopril,High_Bp,amp watch for lisinopril for horrible unusual cough that remained for two mo,negative,['cough'],"[('horrible unusual cough', 'cough that remained')]","cough,dizziness,headache,extreme tiredness,nausea,diarrhea,weakness,sneezing,runny nose,low sex drive,rash,slow,vomit,cataplexy,experience diarrhea,lucidity,kinda jittery,gaining weight,sedating,sleep walking,exhausting,oversleeping,tweaking,sick to my stomach,boobs humungous,hyper-sensitive,never sleep,barely function,migraines,swollen",[]
90,BronsonDeeann,@cobbdewayne_80 @aangeldelarue @nytimes &amp; watch for lisinopril for B.P.  horrible unusual cough that remained for TWO more MONTHS after stopping lisinopril.  Black box warning,Twitter for Android,1,,cobbdewayne_80 aangeldelarue nytimes,Lisinopril,High_Bp,amp watch for lisinopril for horrible unusual cough that remained for two more months after stopping lisinopril black box warning,negative,['cough'],"[('horrible unusual cough', 'cough that remained')]","cough,dizziness,headache,extreme tiredness,nausea,diarrhea,weakness,sneezing,runny nose,low sex drive,rash,slow,vomit,cataplexy,experience diarrhea,lucidity,kinda jittery,gaining weight,sedating,sleep walking,exhausting,oversleeping,tweaking,sick to my stomach,boobs humungous,hyper-sensitive,never sleep,barely function,migraines,swollen",[]
91,RanaTaimoor122,@Cefadroxill @Aakbar84 Now see.. Making dossier of Amlodipine + Valsartan.. Trust me Garlic is far better than to get addict of it.. But khair mera to Dhanda hai... :P,Twitter for Android,0,,Cefadroxill Aakbar84,Amlodipine,High_Bp,now see making dossier of amlodipine valsartan trust me garlic is far better than to get addict of it but khair mera to dhanda hai,negative,['addict'],"[('to get addict', 'addict of it')]","tiredness,stomach pain,nausea,dizziness,sleepy,tremors,aching,nap,sick,nosebleed,disable,sleepies,boner killer,memory,pale,scared,numbness,dry-mouth,stomach ache,backspasms,withdrawal",['addict']
92,CarolAn29568287,@MJsLoveSlave Now I am on amlodipine 25 mg.  My blood pressure went down.  I'm a little out of it.  Tired.  Not as bad as the last medication.  My energy hasn't come back yet.  Hope I can get better so I can go back to work next week.  The wind is blowing,Twitter Web Client,0,,MJsLoveSlave,Amlodipine,High_Bp,now am on amlodipine mg my blood pressure went down little out of it tired not as bad as the last medication my energy hasn come back yet hope can get better so can go back to work next week the wind is blowing,negative,"['blood', 'down', 'tire', 'bad', 'energi', 'back', 'can', 'can', 'back']","[('mg my blood', 'blood pressure went'), ('pressure went down', 'down little out'), ('of it tire', 'tire d not'), ('not as bad', 'bad as the'), None, ('hasn come back', 'back yet hope'), ('yet hope can', 'can get better'), ('yet hope can', 'can get better'), ('hasn come back', 'back yet hope')]","tiredness,stomach pain,nausea,dizziness,sleepy,tremors,aching,nap,sick,nosebleed,disable,sleepies,boner killer,memory,pale,scared,numbness,dry-mouth,stomach ache,backspasms,withdrawal","['blood', 'down', 'bad', 'energi', 'can', 'can']"
93,michael_prilla,"well i got a new kidney dr, the old ones wife.  we scrached the amlodipine its causing the swelling in my legs and added 100 mg hydralazine 2x per day.",Twitter Web Client,0,,,Amlodipine,High_Bp,well got new kidney dr the old ones wife we scrached the amlodipine its causing the swelling in my legs and added mg hydralazine per day,negative,"['kidney', 'swell', 'leg']","[('got new kidney', 'kidney dr the'), ('causing the swell', 'swell ing in'), ('in my leg', 'leg s and')]","tiredness,stomach pain,nausea,dizziness,sleepy,tremors,aching,nap,sick,nosebleed,disable,sleepies,boner killer,memory,pale,scared,numbness,dry-mouth,stomach ache,backspasms,withdrawal","['kidney', 'swell', 'leg']"
94,TuckerGoodrich,"...amlodipine ( https://t.co/i215MOYDoV ) and it results in edema, seems result of hypotension generally, w/ lower blood oxygen, as exchange is impaired ( https://t.co/UVIsKQOE2l ) severe edema leads to acidosis, as metabolism shifts to anaerobic. 

MI result of non-thrombotic...",Twitter for Android,0,,,Amlodipine,High_Bp,amlodipine and it results in edema seems result of hypotension generally lower blood oxygen as exchange is impaired severe edema leads to acidosis as metabolism shifts to anaerobic mi result of non thrombotic,negative,"['edema', 'blood', 'sever', 'edema']","[('results in edema', 'edema seems result'), ('generally lower blood', 'blood oxygen as'), ('is impaired sever', 'sever e edema'), ('results in edema', 'edema seems result')]","tiredness,stomach pain,nausea,dizziness,sleepy,tremors,aching,nap,sick,nosebleed,disable,sleepies,boner killer,memory,pale,scared,numbness,dry-mouth,stomach ache,backspasms,withdrawal","['edema', 'blood', 'sever', 'edema']"
95,BunsOfHam,"@cattiekit No, itâ€™s just a highlight of my graph. Itâ€™s actually come down quite nicely. Really not sure Indapamide is the best med, as Amlodipine worked better, but seemed to be the cause of my oedema.",Twitter for iPad,0,,cattiekit,Amlodipine,High_Bp,no it just highlight of my graph it actually come down quite nicely really not sure indapamide is the best med as amlodipine worked better but seemed to be the cause of my oedema,negative,"['down', 'oedema']","[('actually come down', 'down quite nicely'), None]","tiredness,stomach pain,nausea,dizziness,sleepy,tremors,aching,nap,sick,nosebleed,disable,sleepies,boner killer,memory,pale,scared,numbness,dry-mouth,stomach ache,backspasms,withdrawal","['down', 'oedema']"
