screen_name,text,source,retweet_count,hashtags,mentions_screen_name,searchTerm,disease,Preprocesstext,Sentiment
TreatmentScores,"Molecular biology? Medical Treatments will result. Herceptin, STI-571Â (Imatinib Mesylate)",Twitter for Android,0,,,Herceptin,Cancer,molecular biology medical treatments will result herceptin sti imatinib mesylate,neutral
archnavyas,"RT @jo_da123: Precision public health, hear it from the lady who worked on precision med herceptin at genentech. @SueDHellmann @BillGates
@â€¦",Twitter for iPhone,4,,jo_da123 SueDHellmann BillGates,Herceptin,Cancer,precision public health hear it from the lady who worked on precision med herceptin at genentech,neutral
EBOncology,"Yesterday, the @US_FDA issued a Complete Response Letter (CRL) to @CelltrionDream for it's proposed Herceptin and Truxima biosimilars via @BiosimCenter
https://t.co/rbKrAr1gPw",TweetDeck,0,,US_FDA CelltrionDream BiosimCenter,Herceptin,Cancer,yesterday the issued complete response letter crl to for it proposed herceptin and truxima biosimilars via,neutral
jo_da123,"Precision public health, hear it from the lady who worked on precision med herceptin at genentech. @SueDHellmann @BillGates
@archnavyas
Gates Foundation chief pitches for precision public health https://t.co/6bb9eSLh00 via @businessline",Twitter for Android,4,,SueDHellmann BillGates archnavyas businessline,Herceptin,Cancer,precision public health hear it from the lady who worked on precision med herceptin at genentech gates foundation chief pitches for precision public health via,neutral
EddySYang,Check out our recent publication showing Herceptin resistant HER2+ breast cancer cells are sensitive to PARP inhibition independent of DNA repair defects @UABCancerCenter https://t.co/4srvQoK0MZ,Twitter for iPhone,6,,UABCancerCenter,Herceptin,Cancer,check out our recent publication showing herceptin resistant her breast cancer cells are sensitive to parp inhibition independent of dna repair defects,neutral
ll_lcda,"RT @NFCR: A new study showed improved survival for treating a rare, but aggressive form of Endometrial #cancer. #research #nfcr #chemotheraâ€¦",Twitter Web Client,7,cancer research nfcr,NFCR,Herceptin,Cancer,new study showed improved survival for treating rare but aggressive form of endometrial cancer research nfcr chemothera,neutral
mealbeforechemo,"Here we are again. In that bag is Herceptin, to be followed by Pertuzumab and then the demon Docetaxel. Wish me luck that this time is easier <f0><U+009F><U+00A4><U+009E> #chemoday #chemo #cheltenhamhospital #cancersucks #breastcancerwarriors #breastcancerawareness #cancerresearchuk https://t.co/CEXaLFmx6a",Twitter for iPhone,1,chemoday chemo cheltenhamhospital cancersucks breastcancerwarriors breastcancerawareness cancerresearchuk,,Herceptin,Cancer,here we are again in that bag is herceptin to be followed by pertuzumab and then the demon docetaxel wish me luck that this time is easier chemoday chemo cheltenhamhospital cancersucks breastcancerwarriors breastcancerawareness cancerresearchuk,neutral
EBOncology,"Another Herceptin (trastuzumab) biosimilar has gained a positive CHMP opinion in Europe as competition heats up
https://t.co/uuKZ1Rf3tz",TweetDeck,0,,,Herceptin,Cancer,another herceptin trastuzumab biosimilar has gained positive chmp opinion in europe as competition heats up,neutral
NFCR,"A new study showed improved survival for treating a rare, but aggressive form of Endometrial #cancer. #research #nfcr #chemotherapy #treatment #Herceptin #carcinoma #beatcancer #endcancer https://t.co/EHTgqWcq24",SocialPilot.co,7,cancer research nfcr chemotherapy treatment Herceptin carcinoma beatcancer endcancer,,Herceptin,Cancer,new study showed improved survival for treating rare but aggressive form of endometrial cancer research nfcr chemotherapy treatment herceptin carcinoma beatcancer endcancer,neutral
coldethyl2,"@Quirky47 @welliesnseaweed That's good to know as obviously the side effects of Herceptin not great and for those struggling with heart issues, reassuring that less isn't less in terms of outcome.",Twitter Web Client,0,,Quirky47 welliesnseaweed,Herceptin,Cancer,that good to know as obviously the side effects of herceptin not great and for those struggling with heart issues reassuring that less isn less in terms of outcome,negative
Quirky47,@welliesnseaweed @coldethyl2 The trial was 6 months versus 12 months of Herceptin. Spoke to the Oncol who said there was not much difference in the findings.,Twitter Web Client,0,,welliesnseaweed coldethyl2,Herceptin,Cancer,the trial was months versus months of herceptin spoke to the oncol who said there was not much difference in the findings,neutral
CancerWallonia,RT @1stOncology: Positive Interim Data from Phase 2b #NeuVaxâ„¢ (#nelipepimutS) Clinical Trial in Combination with #Herceptin in HER2 1+/2+ #â€¦,Twitter Web Client,1,NeuVax nelipepimutS Herceptin,1stOncology,Herceptin,Cancer,stoncology positive interim data from phase neuvax nelipepimuts clinical trial in combination with herceptin in her,neutral
SickAnimalBot,This ram needs Herceptin!,"Cheap Bots, Done Quick!",0,,,Herceptin,Cancer,this ram needs herceptin,neutral
1stOncology,Positive Interim Data from Phase 2b #NeuVaxâ„¢ (#nelipepimutS) Clinical Trial in Combination with #Herceptin in HER2 1+/2+ #BreastCancer Patients $SLS https://t.co/fKdqLjIPOA,Troi URL Plug-in,1,NeuVax nelipepimutS Herceptin BreastCancer,,Herceptin,Cancer,positive interim data from phase neuvax nelipepimuts clinical trial in combination with herceptin in her breastcancer patients sls,neutral
Datamonitor_HC,"RT @Datamonitor_ZM: New DMHC Analyst Podcast:
Allogene/Cellectis/Pfizer shakeup $CLLS $PFE - 0:30
NeuVax/Herceptin combination in breast caâ€¦",Twitter Web Client,2,,Datamonitor_ZM,Herceptin,Cancer,new dmhc analyst podcast allogene cellectis pfizer shakeup clls pfe neuvax herceptin combination in breast ca,neutral
Datamonitor_ZM,"New DMHC Analyst Podcast:
Allogene/Cellectis/Pfizer shakeup $CLLS $PFE - 0:30
NeuVax/Herceptin combination in breast cancer $SLS $RHHBY- 10:45
Early termination of Phase 2 trial of MN-001 in NASH/NAFLD based on positive data $MNOV - 17:40
https://t.co/3NuHPenVja",Twitter Web Client,2,,,Herceptin,Cancer,new dmhc analyst podcast allogene cellectis pfizer shakeup clls pfe neuvax herceptin combination in breast cancer sls rhhby early termination of phase trial of mn in nash nafld based on positive data mnov,neutral
KnowFakes,"""#Canada Drugs has made at least $78 million through #illegal imports, including two that were counterfeit versions of the #cancer #drugs #Avastin and #Altuzan that had no active ingredient"" https://t.co/a1OMUbfOow

#KnowFakes #Fake #counterfeit #medicines @Cascadeglobal",Twitter for Android,0,Canada illegal cancer drugs Avastin Altuzan KnowFakes Fake counterfeit medicines,Cascadeglobal,Avastin,Cancer,canada drugs has made at least million through illegal imports including two that were counterfeit versions of the cancer drugs avastin and altuzan that had no active ingredient knowfakes fake counterfeit medicines,neutral
jasonlukemd,RT @drug_czar: Also encouraging: patients with EGFR/ALK genetic alterations or liver metastases had a very significant clinical benefit witâ€¦,Twitter for iPhone,1,,drug_czar,Avastin,Cancer,also encouraging patients with egfr alk genetic alterations or liver metastases had very significant clinical benefit wit,positive
ONKOSconsulting,"RT @FierceBiotech: A personalized vaccine showed promise in a small group of late-stage ovarian cancer patients, especially when given togeâ€¦",Twitter for Android,4,,FierceBiotech,Avastin,Cancer,personalized vaccine showed promise in small group of late stage ovarian cancer patients especially when given toge,neutral
drug_czar,Also encouraging: patients with EGFR/ALK genetic alterations or liver metastases had a very significant clinical benefit with Tecentriq+Avastin+Taxol https://t.co/WCN5HIjm1h,Twitter Web Client,1,,,Avastin,Cancer,also encouraging patients with egfr alk genetic alterations or liver metastases had very significant clinical benefit with tecentriq avastin taxol,positive
Frazzling,"RT @4AnimalLife: ""The company has made at least $78 million through illegal imports, including two that were counterfeit versions of the caâ€¦",Twitter for Android,4,,4AnimalLife,Avastin,Cancer,animallife the company has made at least million through illegal imports including two that were counterfeit versions of the ca,neutral
4AnimalLife,"""The company has made at least $78 million through illegal imports, including two that were counterfeit versions of the cancer drugs Avastin and Altuzan that had no active ingredient, prosecutors said.""

<f0><U+009F><U+009A><U+00A8>Â No active ingredient. A heinous crime against US cancer patients. <f0><U+009F><U+0098><U+0096> https://t.co/UY0Ftztld3",Twitter Web Client,4,,,Avastin,Cancer,the company has made at least million through illegal imports including two that were counterfeit versions of the cancer drugs avastin and altuzan that had no active ingredient prosecutors said no active ingredient heinous crime against us cancer patients,neutral
DrFalsetti,"Reality is that big breakthroughs in oncology don't come along often - takes a lot of R&amp;D expenditure to find a paradigm-changing treatment class - taxol, avastin, gleevec, anti PD1/PDL1 MABs https://t.co/bUU2TlpHCd",Twitter for iPhone,0,,,Avastin,Cancer,reality is that big breakthroughs in oncology don come along often takes lot of amp expenditure to find paradigm changing treatment class taxol avastin gleevec anti pd pdl mabs,neutral
marklewismd,S1610 testing chemo/Avastin +/- immunotherapy in metastatic MMR-deficient colon cancer (COMMIT is the analogue in the metastatic setting to ATOMIC in the adjuvant space) https://t.co/qS48X6bj0N #crcsm #swogonc,Twitter Web Client,0,crcsm swogonc,,Avastin,Cancer,testing chemo avastin immunotherapy in metastatic mmr deficient colon cancer commit is the analogue in the metastatic setting to atomic in the adjuvant space crcsm swogonc,neutral
danielalevis,@AnupamBJena @HarvardBiz Really interesting piece. Curious about measuring value. High value is low-cost tx that reduces utilization later; low value is high-cost tx that does not. What about something like Avastin? Really expensive and only adds a few mo,Twitter Web Client,0,,AnupamBJena HarvardBiz,Avastin,Cancer,really interesting piece curious about measuring value high value is low cost tx that reduces utilization later low value is high cost tx that does not what about something like avastin really expensive and only adds few mo,neutral
FierceBiotech,"A personalized vaccine showed promise in a small group of late-stage ovarian cancer patients, especially when given together with Rocheâ€™s Avastin or cyclophosphamide. https://t.co/QwBzhR3FRk",Twitter Web Client,4,,,Avastin,Cancer,personalized vaccine showed promise in small group of late stage ovarian cancer patients especially when given together with roche avastin or cyclophosphamide,neutral
LawNewsEurope,CJEU Rules On Roche/Novartis Agreement Restricting Off Label Use Of Avastin https://t.co/Umnww2ANfI,Mdq Europe,0,,,Avastin,Cancer,cjeu rules on roche novartis agreement restricting off label use of avastin,neutral
fexeevee,"@AMillennialDog This reminds me of the Lucentis and Avastin case. These medications have been proved to have the same effectiveness for AMD treatment BUT the FDA only approved Lucentis, which also happens to cost 22 times more. Iâ€™ll give you more info l",Twitter for iPhone,0,,AMillennialDog,Avastin,Cancer,this reminds me of the lucentis and avastin case these medications have been proved to have the same effectiveness for amd treatment but the fda only approved lucentis which also happens to cost times more ll give you more info,neutral
SickAnimalBot,This dromedary needs Avastin!,"Cheap Bots, Done Quick!",0,,,Avastin,Cancer,this dromedary needs avastin,neutral
Birdee97,"RT @fkmunro: Yesterday afternoon, I celebrated life and living with a 3.5 mile walk in the woods...and to get that Avastin pumping throughâ€¦",Twitter for iPad,2,,fkmunro,Avastin,Cancer,yesterday afternoon celebrated life and living with mile walk in the woods and to get that avastin pumping through,neutral
SurgeonRetina,RT @EyeCRO: Cant remind vision scientists enough about this article showing lack of activity with avastin and mouse VEGF.  Interaction betwâ€¦,Twitter for iPhone,1,,EyeCRO,Avastin,Cancer,cant remind vision scientists enough about this article showing lack of activity with avastin and mouse vegf interaction betw,neutral
RMHUCLANEPHRO,"At Nkf 2018 Austin representing Ucla health #nkf

Our work looking at intra vitreal avastin and possible correlation with worsening proteinuria, hypertension, and renal function.
Glad to have support of Dr Selamet and Ucla leadership. https://t.co/IzIUKGhFLv",Twitter for iPhone,0,nkf,,Avastin,Cancer,at nkf austin representing ucla health nkf our work looking at intra vitreal avastin and possible correlation with worsening proteinuria hypertension and renal function glad to have support of dr selamet and ucla leadership,neutral
EyeCRO,Cant remind vision scientists enough about this article showing lack of activity with avastin and mouse VEGF.  Interaction between Bevacizumab and Murine VEGF-A: A Reassessment | IOVS | ARVO Journals https://t.co/90ZqsUHyDF,Twitter Web Client,1,,,Avastin,Cancer,cant remind vision scientists enough about this article showing lack of activity with avastin and mouse vegf interaction between bevacizumab and murine vegf reassessment iovs arvo journals,neutral
BRECS242,New batch of fake Avastin reached U.S. via Britain https://t.co/1EGEzgybZ6 https://t.co/K5lB0rPxOj,Facebook,0,,,Avastin,Cancer,new batch of fake avastin reached via britain,neutral
cagefreesingh,@chrissyfarr Funny how a similar story involving Roche (Genentech) trying to charge higher for Lucentis ($$$) by going after doctors who were dividing dosage of Avastin was reported with a completely different tone.,Twitter Web Client,0,,chrissyfarr,Avastin,Cancer,funny how similar story involving roche genentech trying to charge higher for lucentis by going after doctors who were dividing dosage of avastin was reported with completely different tone,neutral
Hayleyred175,RT @FAMILYFOREVERJP: Off to Germany tomorrow as no one will give me avastin grrrrr,Twitter for iPhone,1,,FAMILYFOREVERJP,Avastin,Cancer,off to germany tomorrow as no one will give me avastin grrrrr,neutral
fezziwig2008,"The pro-angiogenic activity of HA is particularly of concern in Colorectal cancer where Avastin therapy stimulates HA deposition in metastases- a downward spiral $HALO is uniquely suited to address.

https://t.co/M97a6Mrv19",Twitter Web Client,0,,,Avastin,Cancer,the pro angiogenic activity of ha is particularly of concern in colorectal cancer where avastin therapy stimulates ha deposition in metastases downward spiral halo is uniquely suited to address,neutral
mhrob,RT @fezziwig2008: HMW-HA capable of promoting angiogenesis/cell migration in the hepatocellular ca cell line HepG2iso &amp; in primary human umâ€¦,Twitter for iPhone,1,,fezziwig2008,Avastin,Cancer,hmw ha capable of promoting angiogenesis cell migration in the hepatocellular ca cell line hepg iso amp in primary human um,neutral
fezziwig2008,HMW-HA capable of promoting angiogenesis/cell migration in the hepatocellular ca cell line HepG2iso &amp; in primary human umbilical vein endothelial cells -through the HA receptor CD44. Hence HMW Hyaluronan growth stimulated by Avastin reverses antiangio action- a target for $HALO,Twitter for iPhone,1,,,Avastin,Cancer,hmw ha capable of promoting angiogenesis cell migration in the hepatocellular ca cell line hepg iso amp in primary human umbilical vein endothelial cells through the ha receptor cd hence hmw hyaluronan growth stimulated by avastin reverses antiangio action target for halo,neutral
persona_s_,"CD20 mabthera
VEGF avastin",Twitter for Android,0,,,Avastin,Cancer,cd mabthera vegf avastin,neutral
ChokersKe,"RT @_IRACM: #FakeMeds
New batch of fake Avastin reached U.S. via Britain https://t.co/2GTFSham00",Twitter for iPhone,6,FakeMeds,_IRACM,Avastin,Cancer,fakemeds new batch of fake avastin reached via britain,neutral
EBOncology,"Study suggests that 2 adverse events may predict improved outcomes with Avastin (bevacizumab) via @BiosimCenter
https://t.co/Sphkqxxv2d",TweetDeck,0,,BiosimCenter,Avastin,Cancer,study suggests that adverse events may predict improved outcomes with avastin bevacizumab via,neutral
deadheadsticker,"https://t.co/txYg7Ha7rG

#SusanDesmondHellman helped develop three drug treatments

#Genentech
#Facebook
#Advertising
#Zuckerberg",Twitter Lite,0,SusanDesmondHellman Genentech Facebook Advertising Zuckerberg,,Avastin,Cancer,susandesmondhellman helped develop three drug treatments genentech facebook advertising zuckerberg,neutral
Mrsbee0607,RT @fkmunro: My â€˜hospitalâ€™ for the day.I am receiving Avastin through a drip in my living room!This is made possible by @hah_insights  whoâ€¦,Twitter for iPhone,7,,fkmunro hah_insights,Avastin,Cancer,my hospital for the day am receiving avastin through drip in my living room this is made possible by who,neutral
fkmunro,"Yesterday afternoon, I celebrated life and living with a 3.5 mile walk in the woods...and to get that Avastin pumping through my veins. Holding you all, in particular my teal sisters, in my heart. Love and light xxx https://t.co/8woMYuOyD5",Twitter for iPad,2,,,Avastin,Cancer,yesterday afternoon celebrated life and living with mile walk in the woods and to get that avastin pumping through my veins holding you all in particular my teal sisters in my heart love and light xxx,neutral
BioPharmInsight,What are $ROGâ€™s latest plans when it comes to future #Avastin and #Tecentriq #NSCLC trials? Read @BioPharmInsight to find out https://t.co/gjXkP6VCwb,Hootsuite,0,Avastin Tecentriq NSCLC,BioPharmInsight,Avastin,Cancer,what are rog latest plans when it comes to future avastin and tecentriq nsclc trials read to find out,neutral
BiotechSweden,Genentech's Late-Stage Trial Data Shows Combination of Tecentriq and Avastin Helps NSCLC Patients Live Longer https://t.co/uksLkp0MAR https://t.co/kI8hsYvcJO,Buffer,0,,,Avastin,Cancer,genentech late stage trial data shows combination of tecentriq and avastin helps nsclc patients live longer,neutral
LungSymptoms,Study: Avastin Copycat ABP 215 Found Helpful In Lung Cancer #lungcancer https://t.co/udWBP2G2uS,Hootsuite,0,lungcancer,,Avastin,Cancer,study avastin copycat abp found helpful in lung cancer lungcancer,neutral
rockchalkrobyn,"@robdelaney Iâ€™m sorry that happened to your son. My dad has stage 4 glioblastoma, had surgery Dec and the part of the tumor in the central part of his brain was left in for that very reason. Heâ€™s 4 weeks out from rad/chemo and itâ€™s already growing l",Twitter for iPhone,0,,robdelaney,Avastin,Cancer,sorry that happened to your son my dad has stage glioblastoma had surgery dec and the part of the tumor in the central part of his brain was left in for that very reason he weeks out from rad chemo and it already growing,neutral
kjilly,"In a win for @Roche, cost gatekeepers change tune to back #Tecentriq in #lungcancer #NSCLC #biotech #biotechnology #biopharma #pharma #druglaunch #IO #immunooncology #Avastin #Keytruda #UK #NICE $RHHBY https://t.co/QlwSz2yaeE",Twitter Web Client,0,Tecentriq lungcancer NSCLC biotech biotechnology biopharma pharma druglaunch IO immunooncology Avastin Keytruda UK NICE,Roche,Avastin,Cancer,in win for cost gatekeepers change tune to back tecentriq in lungcancer nsclc biotech biotechnology biopharma pharma druglaunch io immunooncology avastin keytruda uk nice rhhby,neutral
fkmunro,"My â€˜hospitalâ€™ for the day.I am receiving Avastin through a drip in my living room!This is made possible by @hah_insights  who are sending a nurse to our house every 3 weeks.
Thank you all for making this possible.Please keep sharing/donating/fundraising x
https://t.co/reTVVwpuWo https://t.co/bNeRZaQocz",Twitter for iPad,7,,hah_insights,Avastin,Cancer,my hospital for the day am receiving avastin through drip in my living room this is made possible by who are sending nurse to our house every weeks thank you all for making this possible please keep sharing donating fundraising,neutral
fkmunro,Avastin Starts TODAY! Thank You! https://t.co/qWjVOH8UrI https://t.co/816SUQzcdT,IFTTT,0,,,Avastin,Cancer,avastin starts today thank you,neutral
JennaButlerx,RT @FAMILYFOREVERJP: To find a UK consultant to prescribe my avastin as @royalmarsdenNHS said NOOOOOOO even though we are willing to pay.,Twitter for iPhone,4,,FAMILYFOREVERJP royalmarsdenNHS,Avastin,Cancer,to find uk consultant to prescribe my avastin as said nooooooo even though we are willing to pay,neutral
LarryGorkin1,"@Frederick987 There is a very inexpensive, and highly effective treatment for age-related macular degeneration, and that is Roche's Avastin. This biologic is used off-label, is about as effective as other biologic agents, but costs only about 5% of these ",Twitter Web Client,0,,Frederick987,Avastin,Cancer,there is very inexpensive and highly effective treatment for age related macular degeneration and that is roche avastin this biologic is used off label is about as effective as other biologic agents but costs only about of these,neutral
tgtxdough,"5) potential EU 2L HCC approval in 2019; 6) IpiNivo competitor US approval in 1L RCC (expected ahead of April 16 PDUFA); and 7) filing of atezo + Avastin for 1L RCC in 2018, with potential approval in 2019.",Twitter for iPhone,0,,,Avastin,Cancer,potential eu hcc approval in ipinivo competitor us approval in rcc expected ahead of april pdufa and filing of atezo avastin for rcc in with potential approval in,neutral
QioskTech,Avastin Drug Insight 2018 Report Updated 14022018 Prices from USD $1000 https://t.co/wb8Dx38Q2D,Tech News by Qiosk,0,,,Avastin,Cancer,avastin drug insight report updated prices from usd,neutral
drfishman,"RT @PeterKarthMD: @DrRobMelendez Generic Pred and ketoralac, not Durazol and Illevro.   Avastin.  But always dong whatâ€™s best for the patieâ€¦",Twitter for iPhone,1,,PeterKarthMD DrRobMelendez,Avastin,Cancer,generic pred and ketoralac not durazol and illevro avastin but always dong what best for the patie,neutral
PeterKarthMD,"@DrRobMelendez Generic Pred and ketoralac, not Durazol and Illevro.   Avastin.  But always dong whatâ€™s best for the patient.",Twitter for iPhone,1,,DrRobMelendez,Avastin,Cancer,generic pred and ketoralac not durazol and illevro avastin but always dong what best for the patient,neutral
cafebacon007,RT @fezziwig2008: Bevacizumab (Avastin) recently failed in #PancreaticCancer - https://t.co/7R2SENoILG in part because its use promotes Hyaâ€¦,Twitter for iPhone,2,PancreaticCancer,fezziwig2008,Avastin,Cancer,bevacizumab avastin recently failed in pancreaticcancer in part because its use promotes hya,neutral
nyc_oz,@cmclymer avastin .. its a helluva drug.,Twitter Web Client,0,,cmclymer,Avastin,Cancer,avastin its helluva drug,neutral
YuZhu4,RT @fezziwig2008: So why does Avastin work w Tecentriq in Renal Cancer? Same reason $NKTR's IL-2 does w Opdivo- it's low Hyaluronan solid Câ€¦,Twitter for iPhone,1,,fezziwig2008,Avastin,Cancer,so why does avastin work tecentriq in renal cancer same reason nktr il does opdivo it low hyaluronan solid,neutral
fezziwig2008,So it was no surprise that Avastin alone failed in High Hyaluronan Prostate Cancer-  @Roche should retry with $HALO PegpH20 with and without a Tecentriq. https://t.co/5pS77RHLeN https://t.co/nMrJRo63PB,Twitter for iPhone,0,,Roche,Avastin,Cancer,so it was no surprise that avastin alone failed in high hyaluronan prostate cancer should retry with halo pegph with and without tecentriq,neutral
fezziwig2008,"So why does Avastin work w Tecentriq in Renal Cancer? Same reason $NKTR's IL-2 does w Opdivo- it's low Hyaluronan solid Ca - $HALO needed in Colon, Breast, Pancreatic, Gastric https://t.co/E3zzfNjLEw",Twitter for iPhone,1,,,Avastin,Cancer,so why does avastin work tecentriq in renal cancer same reason nktr il does opdivo it low hyaluronan solid ca halo needed in colon breast pancreatic gastric,neutral
fezziwig2008,"RT @fezziwig2008: #ColonCancer ""Enzymatic depletion of HA after anti-VEGF <U+2B06><U+FE0F>d tissue perfusion &amp; prolonged survival vs mice given Avastin oâ€¦",Twitter for iPhone,2,ColonCancer,fezziwig2008,Avastin,Cancer,coloncancer enzymatic depletion of ha after anti vegf fe tissue perfusion amp prolonged survival vs mice given avastin,neutral
fezziwig2008,Bevacizumab (Avastin) recently failed in #PancreaticCancer - https://t.co/7R2SENoILG in part because its use promotes Hyaluronan deposition https://t.co/lrlguzOJFx so combination with $HALO PegpH20 should be employed in future trial w/Tecentriq . $RHHBY https://t.co/3xryfF6pv9,Twitter for iPhone,2,PancreaticCancer,,Avastin,Cancer,bevacizumab avastin recently failed in pancreaticcancer in part because its use promotes hyaluronan deposition so combination with halo pegph should be employed in future trial tecentriq rhhby,neutral
BettinaCabana,How is #Avastin a Good Option for Treating #EyeDiseases. https://t.co/qjPrISTDQ2 https://t.co/ewyuAlV71p,Twitter Web Client,0,Avastin EyeDiseases,,Avastin,Cancer,how is avastin good option for treating eyediseases,neutral
AlexandriaCairo,"RT @fezziwig2008: Avastin induced Hyaluronan deposition found ""In Patients""  - A Unique Clinical (not merely preclinical) response callingâ€¦",Twitter Web Client,2,,fezziwig2008,Avastin,Cancer,avastin induced hyaluronan deposition found in patients unique clinical not merely preclinical response calling,neutral
SickAnimalBot,This elephant needs Avastin!,"Cheap Bots, Done Quick!",0,,,Avastin,Cancer,this elephant needs avastin,neutral
brendan_49,"So, hypothetical scenario is the phase 3 data shows:
-safety
-not sig mOS and PFS benefit
-5% CR rate vs. 1% for avastin/chemo/SoC in rGBM

In which case it could be approvable with the idea being: put it in the armamentarium and let docs experiment w/ combos since rGBM=death.",Twitter Web Client,0,,,Avastin,Cancer,so hypothetical scenario is the phase data shows safety not sig mos and pfs benefit cr rate vs for avastin chemo soc in rgbm in which case it could be approvable with the idea being put it in the armamentarium and let docs experiment combos since rgbm death,neutral
fezziwig2008,Expect $AGN $MYL Avastin Biosimilars to have similar Hyaluronan Secondary Deposition in #ColorectalCancer- similarly limiting their penetrance and that of accompanying therapy. $HALO https://t.co/UgBCqO6NhQ,Twitter Web Client,0,ColorectalCancer,,Avastin,Cancer,expect agn myl avastin biosimilars to have similar hyaluronan secondary deposition in colorectalcancer similarly limiting their penetrance and that of accompanying therapy halo,neutral
fezziwig2008,"Avastin induced Hyaluronan deposition found ""In Patients""  - A Unique Clinical (not merely preclinical) response calling for $HALO PegpH20 use with antiVEGF therapy at least in colorectal Ca. https://t.co/ptNp6uBKj4 https://t.co/iJpZeFnmAJ",Twitter for iPhone,2,,,Avastin,Cancer,avastin induced hyaluronan deposition found in patients unique clinical not merely preclinical response calling for halo pegph use with antivegf therapy at least in colorectal ca,neutral
Biotech2050,"RT @fezziwig2008: Recall $HALO $RHHBY 8 target 11/16 deal-PegpH20+Tecentriq : Pancreatic, Gastric, Bile Duct Cancers Named and in Progressâ€¦",Twitter Web Client,1,,fezziwig2008,Avastin,Cancer,recall halo rhhby target deal pegph tecentriq pancreatic gastric bile duct cancers named and in progress,neutral
fezziwig2008,"Recall $HALO $RHHBY 8 target 11/16 deal-PegpH20+Tecentriq : Pancreatic, Gastric, Bile Duct Cancers Named and in Progress - NSCLC, Colorectal, Head And Neck, Prostate, and Bladder Cancers to follow. Will shadow all $MRK $BMY targets. Avastin added after synergy established. https://t.co/asSTcE8OIf",Twitter for iPhone,1,,,Avastin,Cancer,recall halo rhhby target deal pegph tecentriq pancreatic gastric bile duct cancers named and in progress nsclc colorectal head and neck prostate and bladder cancers to follow will shadow all mrk bmy targets avastin added after synergy established,neutral
Biotech2050,RT @fezziwig2008: Is the deposition of Hyaluronan after Avastin use- a self-limiting barrier to therapeutic success important? Look at Avasâ€¦,Twitter for Android,1,,fezziwig2008,Avastin,Cancer,is the deposition of hyaluronan after avastin use self limiting barrier to therapeutic success important look at avas,neutral
fezziwig2008,Is the deposition of Hyaluronan after Avastin use- a self-limiting barrier to therapeutic success important? Look at Avastin's Blockbuster revenues and think what partnership w Tecentriq will do to them- $HALO PegpH20 is already partnered w Tecentriq-a natural triple combination https://t.co/AFSVx4qLMT,Twitter for iPhone,1,,,Avastin,Cancer,is the deposition of hyaluronan after avastin use self limiting barrier to therapeutic success important look at avastin blockbuster revenues and think what partnership tecentriq will do to them halo pegph is already partnered tecentriq natural triple combination,neutral
fezziwig2008,"Why Avastin use calls for $HALO PegpH20 ""Vascular changes after VEGF ablation result in <U+2B07><U+FE0F>d delivery leading to therapeutic failure- impaired response after anti-VEGF treatment directly linked to strong deposition of extracellular matrix (HA) components"" https://t.co/8ezqwrQLF7",Twitter for iPhone,0,,,Avastin,Cancer,why avastin use calls for halo pegph vascular changes after vegf ablation result in fe delivery leading to therapeutic failure impaired response after anti vegf treatment directly linked to strong deposition of extracellular matrix ha components,neutral
LZeeraerd,New batch of fake Avastin reached U.S. via Britain | Article [AMP] | Reuters https://t.co/0wfV8THrZM,Twitter for iPhone,0,,,Avastin,Cancer,new batch of fake avastin reached via britain article amp reuters,neutral
EBOncology,"According to a Canadian analysis, Avastin (bevacizumab) is unlikely to be cost-effective in the treatment of #ovariancancer via @BiosimCenter https://t.co/3BpUBx66pd https://t.co/L0jxj9J81x",TweetDeck,0,ovariancancer,BiosimCenter,Avastin,Cancer,according to canadian analysis avastin bevacizumab is unlikely to be cost effective in the treatment of ovariancancer via,neutral
psych2evidence,Antidepressant-like effect of losartan involves TRKB transactivation from angiotensin receptor type 2 (AGTR2) and recruitment of FYN https://t.co/w6hkRjF9kj #Psychiatry,Twibble.io,0,Psychiatry,,Losartan,High_Bp,antidepressant like effect of losartan involves trkb transactivation from angiotensin receptor type agtr and recruitment of fyn psychiatry,neutral
solcaleror,RT @RevEspCardiol: Effect of Losartan on Right Ventricular Dysfunction via @CircAHA https://t.co/oMU3uL18sy,Twitter for iPhone,7,,RevEspCardiol CircAHA,Losartan,High_Bp,effect of losartan on right ventricular dysfunction via,neutral
drspl5,Losartan helps me. https://t.co/9ERFAAkRJo,Twitter for Android,0,,,Losartan,High_Bp,losartan helps me,positive
DoctorsOverseas,"Angiotensin Receptor Blockers (ARBs)  End in ""sartan""  Used if ACE inhibitor intolerant  Valsartan, losartan, olmesartan",Twitter Web Client,0,,,Losartan,High_Bp,angiotensin receptor blockers arbs end in sartan used if ace inhibitor intolerant valsartan losartan olmesartan,neutral
BORBEturate,I had a patient with 4 episodes of stroke 1 MI(2017). Losartan Amlodipine Metformin lang meds niya huhuhu I kenat,Twitter Web Client,0,,,Losartan,High_Bp,had patient with episodes of stroke mi losartan amlodipine metformin lang meds niya huhuhu kenat,neutral
Yuck_Clothing,Cheapest Prices Ever - Losartan How Much - Worldwide Shipping (1-3 Days) https://t.co/Mq7sEGoUOp https://t.co/pIfX3hyZZw,Yuck Clothing_Tweet,0,,,Losartan,High_Bp,cheapest prices ever losartan how much worldwide shipping days,neutral
